id,drive_id,game_id,drive_number,play_number,offense,offense_conference,offense_score,defense,home,away,defense_conference,defense_score,period,clock,offense_timeouts,defense_timeouts,yard_line,yards_to_goal,down,distance,yards_gained,scoring,play_type,play_text,ppa,wallclock
401628385101984501,4016283854,401628385,4,4,South Carolina,SEC,0,Alabama,Alabama,South Carolina,SEC,7,1,"{'minutes': 1, 'seconds': 54}",3.0,3.0,67,67,1,10,2,False,Rush,Raheim Sanders run for 2 yds to the SC 35,-0.600458473868767,2024-10-12T16:36:57.000Z
401628385101988801,4016283854,401628385,4,5,South Carolina,SEC,0,Alabama,Alabama,South Carolina,SEC,7,1,"{'minutes': 1, 'seconds': 11}",3.0,3.0,65,65,2,8,15,False,Pass Reception,LaNorris Sellers pass complete to Michael Smith for 15 yds to the 50 yard line for a 1ST down,2.188103210888543,2024-10-12T16:37:52.000Z
401628385101996201,4016283854,401628385,4,6,South Carolina,SEC,0,Alabama,Alabama,South Carolina,SEC,7,1,"{'minutes': 0, 'seconds': 37}",3.0,3.0,50,50,1,10,-4,False,Rush,LaNorris Sellers run for a loss of 4 yards to the SC 46,-1.9960663408765047,2024-10-12T16:38:14.000Z
401628385102854601,4016283854,401628385,4,8,South Carolina,SEC,0,Alabama,Alabama,South Carolina,SEC,7,2,"{'minutes': 14, 'seconds': 53}",3.0,3.0,54,54,2,14,-7,False,Sack,LaNorris Sellers sacked by Que Robinson and Jordan Renaud for a loss of 7 yards to the SC 39,-1.3079356125866317,2024-10-12T16:42:36.000Z
401628385102857801,4016283854,401628385,4,9,South Carolina,SEC,0,Alabama,Alabama,South Carolina,SEC,7,2,"{'minutes': 14, 'seconds': 21}",3.0,3.0,61,61,3,21,27,False,Pass Reception,"LaNorris Sellers pass complete to Oscar Adaway III for 12 yds to the ALA 49 for a 1ST down Alabama Penalty, Roughing Passer (Jihaad Campbell) to the ALA 34 for a 1ST down",4.208687724670839,2024-10-12T16:44:19.000Z
401628385102859701,4016283854,401628385,4,10,South Carolina,SEC,0,Alabama,Alabama,South Carolina,SEC,7,2,"{'minutes': 14, 'seconds': 2}",3.0,3.0,34,34,1,10,3,False,Rush,Oscar Adaway III run for 3 yds to the ALA 31,-0.2066800678483923,2024-10-12T16:44:27.000Z
401628385102867401,4016283854,401628385,4,11,South Carolina,SEC,0,Alabama,Alabama,South Carolina,SEC,7,2,"{'minutes': 13, 'seconds': 25}",3.0,3.0,31,31,2,7,4,False,Rush,LaNorris Sellers run for 4 yds to the ALA 27,-0.0795324514809737,2024-10-12T16:45:01.000Z
401628385102874301,4016283854,401628385,4,12,South Carolina,SEC,0,Alabama,Alabama,South Carolina,SEC,7,2,"{'minutes': 12, 'seconds': 56}",3.0,3.0,27,27,3,3,-8,False,Sack,LaNorris Sellers sacked by Tim Smith for a loss of 8 yards to the ALA 35,-2.4898316729599514,2024-10-12T16:46:14.000Z
401628385102879201,4016283854,401628385,4,13,South Carolina,SEC,0,Alabama,Alabama,South Carolina,SEC,7,2,"{'minutes': 12, 'seconds': 7}",3.0,3.0,35,35,4,11,8,False,Fumble Recovery (Opponent),"LaNorris Sellers pass complete to Joshua Simon for 8 yds Joshua Simon fumbled, forced by DeVonta Smith, recovered by ALA Malachi Moore",-1.2872296467970124,2024-10-12T16:46:57.000Z
401628385102879901,4016283855,401628385,5,1,Alabama,SEC,7,South Carolina,Alabama,South Carolina,SEC,0,2,"{'minutes': 12, 'seconds': 0}",3.0,3.0,27,73,1,10,8,False,Pass Reception,Jalen Milroe pass complete to Ryan Williams for 8 yds to the ALA 35,0.9497789757518991,2024-10-12T16:50:50.000Z
401628385102885801,4016283855,401628385,5,2,Alabama,SEC,7,South Carolina,Alabama,South Carolina,SEC,0,2,"{'minutes': 11, 'seconds': 41}",3.0,3.0,35,65,2,2,7,False,Rush,Justice Haynes run for 7 yds to the ALA 42 for a 1ST down,0.421233246430722,2024-10-12T16:51:11.000Z
401628385102889201,4016283855,401628385,5,3,Alabama,SEC,7,South Carolina,Alabama,South Carolina,SEC,0,2,"{'minutes': 11, 'seconds': 7}",3.0,3.0,42,58,1,10,5,False,Rush,Justice Haynes run for 5 yds to the ALA 47,0.110039551743057,2024-10-12T16:51:43.000Z
401628385102896101,4016283855,401628385,5,4,Alabama,SEC,7,South Carolina,Alabama,South Carolina,SEC,0,2,"{'minutes': 10, 'seconds': 38}",3.0,3.0,47,53,2,5,0,False,Pass Incompletion,Jalen Milroe pass incomplete to Ryan Williams,-1.1903637772366942,2024-10-12T16:52:13.000Z
401628385102896801,4016283855,401628385,5,5,Alabama,SEC,7,South Carolina,Alabama,South Carolina,SEC,0,2,"{'minutes': 10, 'seconds': 31}",3.0,3.0,47,53,3,5,-8,False,Sack,Jalen Milroe sacked by Demetrius Knight Jr. for a loss of 8 yards to the ALA 39,-1.5179919226638976,2024-10-12T16:53:00.000Z
401628385102906001,4016283856,401628385,6,2,South Carolina,SEC,0,Alabama,Alabama,South Carolina,SEC,7,2,"{'minutes': 9, 'seconds': 39}",3.0,3.0,93,93,1,15,9,False,Rush,Robby Ashford run for 9 yds to the SC 16,0.35432709151473674,2024-10-12T16:55:12.000Z
401628385102908702,4016283856,401628385,6,3,South Carolina,SEC,0,Alabama,Alabama,South Carolina,SEC,7,2,"{'minutes': 9, 'seconds': 12}",3.0,3.0,84,84,2,6,-7,False,Rush,"Robby Ashford run for 2 yds to the SC 18 South Carolina Penalty, Offensive Holding (Gage Larvadain) to the SC 9",-0.5517832622015479,2024-10-12T16:56:03.000Z
401628385102914201,4016283856,401628385,6,4,South Carolina,SEC,0,Alabama,Alabama,South Carolina,SEC,7,2,"{'minutes': 8, 'seconds': 57}",3.0,3.0,91,91,2,13,4,False,Pass Reception,Robby Ashford pass complete to Oscar Adaway III for 4 yds to the SC 13,-0.01528798075356618,2024-10-12T16:56:37.000Z
401628385102918002,4016283856,401628385,6,5,South Carolina,SEC,0,Alabama,Alabama,South Carolina,SEC,7,2,"{'minutes': 8, 'seconds': 19}",3.0,3.0,87,87,3,9,0,False,Pass Incompletion,LaNorris Sellers pass incomplete to Gage Larvadain,-0.08796076696363374,2024-10-12T16:57:19.000Z
401628385102919501,4016283857,401628385,7,1,Alabama,SEC,7,South Carolina,Alabama,South Carolina,SEC,0,2,"{'minutes': 8, 'seconds': 4}",3.0,3.0,33,67,1,10,13,False,Pass Reception,Jalen Milroe pass complete to Jam Miller for 13 yds to the ALA 46 for a 1ST down,1.2441591314559408,2024-10-12T17:01:47.000Z
401628385102926501,4016283857,401628385,7,2,Alabama,SEC,7,South Carolina,Alabama,South Carolina,SEC,0,2,"{'minutes': 7, 'seconds': 34}",3.0,3.0,46,54,1,10,8,False,Rush,Jam Miller run for 8 yds to the SC 46,0.9228976525664996,2024-10-12T17:02:08.000Z
401628385102928501,4016283857,401628385,7,3,Alabama,SEC,7,South Carolina,Alabama,South Carolina,SEC,0,2,"{'minutes': 7, 'seconds': 14}",3.0,3.0,54,46,2,2,6,False,Rush,Jam Miller run for 6 yds to the SC 40 for a 1ST down,0.0729507411813674,2024-10-12T17:02:28.000Z
401628385102936101,4016283857,401628385,7,4,Alabama,SEC,7,South Carolina,Alabama,South Carolina,SEC,0,2,"{'minutes': 6, 'seconds': 38}",3.0,3.0,60,40,1,10,27,False,Rush,Jalen Milroe run for 27 yds to the SC 13 for a 1ST down,0.650119928891494,2024-10-12T17:03:23.000Z
401628385102944301,4016283857,401628385,7,5,Alabama,SEC,7,South Carolina,Alabama,South Carolina,SEC,0,2,"{'minutes': 5, 'seconds': 56}",3.0,3.0,87,13,1,10,6,False,Rush,Jalen Milroe run for 6 yds to the SC 7,0.180499623508462,2024-10-12T17:03:51.000Z
401628385102948301,4016283857,401628385,7,6,Alabama,SEC,7,South Carolina,Alabama,South Carolina,SEC,0,2,"{'minutes': 5, 'seconds': 16}",3.0,3.0,93,7,2,4,5,False,Rush,Jalen Milroe run for 5 yds to the SC 2 for a 1ST down,1.145194293865287,2024-10-12T17:04:34.000Z
401628385102956101,4016283857,401628385,7,7,Alabama,SEC,14,South Carolina,Alabama,South Carolina,SEC,0,2,"{'minutes': 4, 'seconds': 38}",3.0,3.0,98,2,1,2,2,True,Rushing Touchdown,Justice Haynes 2 Yd Run (Graham Nicholson Kick),1.213235297672098,2024-10-12T17:05:13.000Z
401628385102956901,4016283858,401628385,8,2,South Carolina,SEC,0,Alabama,Alabama,South Carolina,SEC,14,2,"{'minutes': 4, 'seconds': 30}",3.0,3.0,75,75,1,10,6,False,Pass Reception,LaNorris Sellers pass complete to Raheim Sanders for 6 yds to the SC 31,0.3333748010525683,2024-10-12T17:10:20.000Z
401628385102959501,4016283858,401628385,8,3,South Carolina,SEC,0,Alabama,Alabama,South Carolina,SEC,14,2,"{'minutes': 4, 'seconds': 4}",3.0,3.0,69,69,2,4,6,False,Rush,Raheim Sanders run for 6 yds to the SC 37 for a 1ST down,0.693869525091003,2024-10-12T17:10:50.000Z
401628385102966401,4016283858,401628385,8,4,South Carolina,SEC,0,Alabama,Alabama,South Carolina,SEC,14,2,"{'minutes': 3, 'seconds': 35}",3.0,3.0,63,63,1,10,3,False,Pass Reception,LaNorris Sellers pass complete to Raheim Sanders for 3 yds to the SC 40,-0.4199785122886155,2024-10-12T17:11:11.000Z
401628385102969401,4016283858,401628385,8,5,South Carolina,SEC,0,Alabama,Alabama,South Carolina,SEC,14,2,"{'minutes': 3, 'seconds': 5}",3.0,3.0,60,60,2,7,9,False,Pass Reception,LaNorris Sellers pass complete to Nyck Harbor for 9 yds to the SC 49 for a 1ST down,1.5471221019734267,2024-10-12T17:11:38.000Z
401628385102975903,4016283858,401628385,8,6,South Carolina,SEC,0,Alabama,Alabama,South Carolina,SEC,14,2,"{'minutes': 2, 'seconds': 40}",3.0,3.0,51,51,1,10,5,False,Rush,Raheim Sanders run for 5 yds to the ALA 46,0.1032144590601496,2024-10-12T17:12:03.000Z
401628385102978501,4016283858,401628385,8,7,South Carolina,SEC,0,Alabama,Alabama,South Carolina,SEC,14,2,"{'minutes': 2, 'seconds': 14}",3.0,3.0,46,46,2,5,9,False,Rush,LaNorris Sellers run for 9 yds to the ALA 37 for a 1ST down,0.7687441133560462,2024-10-12T17:12:43.000Z
401628385102984501,4016283858,401628385,8,8,South Carolina,SEC,0,Alabama,Alabama,South Carolina,SEC,14,2,"{'minutes': 1, 'seconds': 54}",3.0,3.0,37,37,1,10,2,False,Rush,LaNorris Sellers run for 2 yds to the ALA 35,-0.4014146126260343,2024-10-12T17:16:44.000Z
401628385102985101,4016283858,401628385,8,9,South Carolina,SEC,0,Alabama,Alabama,South Carolina,SEC,14,2,"{'minutes': 1, 'seconds': 48}",3.0,3.0,35,35,2,8,0,False,Pass Incompletion,LaNorris Sellers pass incomplete to Raheim Sanders,-0.8845928617448975,2024-10-12T17:17:35.000Z
401628385102985501,4016283858,401628385,8,10,South Carolina,SEC,0,Alabama,Alabama,South Carolina,SEC,14,2,"{'minutes': 1, 'seconds': 44}",3.0,3.0,35,35,3,8,-1,False,Pass Reception,LaNorris Sellers pass complete to Mazeo Bennett Jr. for a loss of 1 yard to the ALA 36,-1.2455364228492234,2024-10-12T16:42:36.000Z
401628385102986201,4016283858,401628385,8,12,South Carolina,SEC,7,Alabama,Alabama,South Carolina,SEC,14,2,"{'minutes': 1, 'seconds': 37}",3.0,2.0,36,36,4,9,36,True,Passing Touchdown,Mazeo Bennett Jr. 36 Yd pass from LaNorris Sellers (Alex Herrera Kick),5.582952528696898,2024-10-12T17:19:50.000Z
401628385102987101,4016283859,401628385,9,2,Alabama,SEC,14,South Carolina,Alabama,South Carolina,SEC,9,2,"{'minutes': 1, 'seconds': 28}",2.0,3.0,13,87,1,10,-13,True,Safety,"Jalen Milroe sacked by Kyle Kennard for a loss of 13 yards for a SAFETY Alabama Penalty, Intentional Grounding (Jalen Milroe) to the ALA 0",-2.3032043811323684,2024-10-12T17:24:39.000Z
401628385102987902,40162838510,401628385,10,2,South Carolina,SEC,9,Alabama,Alabama,South Carolina,SEC,14,2,"{'minutes': 1, 'seconds': 20}",3.0,2.0,57,57,1,10,5,False,Pass Reception,LaNorris Sellers pass complete to Joshua Simon for 5 yds to the SC 48,0.1094877032207345,2024-10-12T17:26:01.000Z
401628385102988601,40162838510,401628385,10,3,South Carolina,SEC,9,Alabama,Alabama,South Carolina,SEC,14,2,"{'minutes': 1, 'seconds': 13}",3.0,2.0,52,52,2,5,8,False,Pass Reception,LaNorris Sellers pass complete to Dalevon Campbell for 8 yds to the ALA 44 for a 1ST down,0.9429466367805707,2024-10-12T17:26:30.000Z
401628385102995101,40162838510,401628385,10,4,South Carolina,SEC,9,Alabama,Alabama,South Carolina,SEC,14,2,"{'minutes': 0, 'seconds': 48}",3.0,2.0,44,44,1,10,-3,False,Sack,"LaNorris Sellers sacked by Jihaad Campbell for a loss of 3 yards to the ALA 47 LaNorris Sellers fumbled, forced by Jihaad Campbell, recovered by ALA Keanu Koht , return for 0 yards",-1.6493521153216388,2024-10-12T17:27:35.000Z
401628385102995401,40162838511,401628385,11,1,Alabama,SEC,14,South Carolina,Alabama,South Carolina,SEC,9,2,"{'minutes': 0, 'seconds': 45}",2.0,3.0,47,53,1,10,-3,False,Rush,Jalen Milroe run for a loss of 3 yards to the ALA 44,-1.8008878089429494,2024-10-12T17:31:21.000Z
401628385102996001,40162838511,401628385,11,3,Alabama,SEC,14,South Carolina,Alabama,South Carolina,SEC,9,2,"{'minutes': 0, 'seconds': 39}",1.0,3.0,44,56,2,13,-6,False,Sack,Jalen Milroe sacked by Tonka Hemingway for a loss of 6 yards to the ALA 38,-1.2190619800643239,2024-10-12T17:33:02.000Z
401628385102999801,40162838511,401628385,11,5,Alabama,SEC,14,South Carolina,Alabama,South Carolina,SEC,9,2,"{'minutes': 0, 'seconds': 1}",0.0,3.0,38,62,3,19,31,False,Pass Interception Return,Jalen Milroe pass intercepted Jalon Kilgore return for 31 yds to the ALA 19,0.11524922258058101,2024-10-12T17:35:07.000Z
401628385103855201,40162838513,401628385,13,3,South Carolina,SEC,12,Alabama,Alabama,South Carolina,SEC,14,3,"{'minutes': 14, 'seconds': 47}",3.0,3.0,90,90,1,15,6,False,Rush,Raheim Sanders run for 6 yds to the SC 16,0.0984523843909999,2024-10-12T17:57:40.000Z
401628385103857601,40162838513,401628385,13,4,South Carolina,SEC,12,Alabama,Alabama,South Carolina,SEC,14,3,"{'minutes': 14, 'seconds': 23}",3.0,3.0,84,84,2,9,3,False,Rush,Raheim Sanders run for 3 yds to the SC 19,-0.10160746362550821,2024-10-12T17:58:06.000Z
401628385103865401,40162838513,401628385,13,5,South Carolina,SEC,12,Alabama,Alabama,South Carolina,SEC,14,3,"{'minutes': 13, 'seconds': 45}",3.0,3.0,81,81,3,6,9,False,Rush,LaNorris Sellers run for 9 yds to the SC 28 for a 1ST down,1.2372180618209239,2024-10-12T17:58:43.000Z
401628385103868601,40162838513,401628385,13,6,South Carolina,SEC,12,Alabama,Alabama,South Carolina,SEC,14,3,"{'minutes': 13, 'seconds': 13}",3.0,3.0,72,72,1,10,6,False,Rush,Raheim Sanders run for 6 yds to the SC 34,0.3584299311182697,2024-10-12T17:59:16.000Z
401628385103875201,40162838513,401628385,13,7,South Carolina,SEC,12,Alabama,Alabama,South Carolina,SEC,14,3,"{'minutes': 12, 'seconds': 47}",3.0,3.0,66,66,2,4,3,False,Rush,Raheim Sanders run for 3 yds to the SC 37,-0.3918071295446754,2024-10-12T17:59:53.000Z
401628385103878701,40162838513,401628385,13,8,South Carolina,SEC,12,Alabama,Alabama,South Carolina,SEC,14,3,"{'minutes': 12, 'seconds': 12}",3.0,3.0,63,63,3,1,2,False,Rush,Raheim Sanders run for 2 yds to the SC 39 for a 1ST down,1.033993874227592,2024-10-12T18:00:28.000Z
401628385103885801,40162838513,401628385,13,9,South Carolina,SEC,12,Alabama,Alabama,South Carolina,SEC,14,3,"{'minutes': 11, 'seconds': 41}",3.0,3.0,61,61,1,10,14,False,Rush,LaNorris Sellers run for 14 yds to the ALA 47 for a 1ST down,1.241813795198436,2024-10-12T18:01:00.000Z
401628385103889401,40162838513,401628385,13,10,South Carolina,SEC,12,Alabama,Alabama,South Carolina,SEC,14,3,"{'minutes': 11, 'seconds': 5}",3.0,3.0,47,47,1,10,3,False,Rush,Oscar Adaway III run for 3 yds to the ALA 44,-0.3535783157576075,2024-10-12T18:01:23.000Z
401628385103895901,40162838513,401628385,13,11,South Carolina,SEC,12,Alabama,Alabama,South Carolina,SEC,14,3,"{'minutes': 10, 'seconds': 40}",3.0,3.0,44,44,2,7,-8,False,Sack,LaNorris Sellers sacked by Jah-Marien Latham for a loss of 8 yards to the SC 48,-2.586777496476336,2024-10-12T18:01:59.000Z
401628385103904301,40162838513,401628385,13,12,South Carolina,SEC,12,Alabama,Alabama,South Carolina,SEC,14,3,"{'minutes': 9, 'seconds': 56}",3.0,3.0,52,52,3,15,22,False,Pass Reception,LaNorris Sellers pass complete to Mazeo Bennett Jr. for 22 yds to the ALA 30 for a 1ST down,3.739314920577603,2024-10-12T18:02:33.000Z
401628385103908401,40162838513,401628385,13,13,South Carolina,SEC,12,Alabama,Alabama,South Carolina,SEC,14,3,"{'minutes': 9, 'seconds': 15}",3.0,3.0,30,30,1,10,6,False,Rush,Oscar Adaway III run for 6 yds to the ALA 24,0.211009257059727,2024-10-12T18:03:13.000Z
401628385103915201,40162838513,401628385,13,14,South Carolina,SEC,12,Alabama,Alabama,South Carolina,SEC,14,3,"{'minutes': 8, 'seconds': 47}",3.0,3.0,24,24,2,4,2,False,Rush,Oscar Adaway III run for 2 yds to the ALA 22,-0.314930700258978,2024-10-12T18:03:41.000Z
401628385103919701,40162838513,401628385,13,15,South Carolina,SEC,12,Alabama,Alabama,South Carolina,SEC,14,3,"{'minutes': 8, 'seconds': 2}",3.0,3.0,22,22,3,2,14,False,Pass Reception,LaNorris Sellers pass complete to Oscar Adaway III for 14 yds to the ALA 8 for a 1ST down,0.59856500742233,2024-10-12T18:04:24.000Z
401628385103927301,40162838513,401628385,13,16,South Carolina,SEC,12,Alabama,Alabama,South Carolina,SEC,14,3,"{'minutes': 7, 'seconds': 26}",3.0,3.0,8,8,1,8,2,False,Rush,Raheim Sanders run for 2 yds to the ALA 6,-0.209067424082246,2024-10-12T18:05:01.000Z
401628385103934701,40162838513,401628385,13,17,South Carolina,SEC,12,Alabama,Alabama,South Carolina,SEC,14,3,"{'minutes': 6, 'seconds': 52}",3.0,3.0,6,6,2,6,5,False,Pass Reception,LaNorris Sellers pass complete to Joshua Simon for 5 yds to the ALA 1,0.074668763602388,2024-10-12T18:05:35.000Z
401628385103937901,40162838513,401628385,13,18,South Carolina,SEC,19,Alabama,Alabama,South Carolina,SEC,14,3,"{'minutes': 6, 'seconds': 20}",3.0,3.0,1,1,3,1,1,True,Rushing Touchdown,Raheim Sanders 1 Yd Run (Alex Herrera Kick),2.45399822917955,2024-10-12T18:06:21.000Z
401628385103939502,40162838514,401628385,14,2,Alabama,SEC,14,South Carolina,Alabama,South Carolina,SEC,19,3,"{'minutes': 6, 'seconds': 4}",3.0,3.0,20,80,1,10,27,False,Pass Reception,Jalen Milroe pass complete to Cole Adams for 27 yds to the ALA 47 for a 1ST down,2.290758362031795,2024-10-12T18:11:31.000Z
401628385103945201,40162838514,401628385,14,3,Alabama,SEC,14,South Carolina,Alabama,South Carolina,SEC,19,3,"{'minutes': 5, 'seconds': 47}",3.0,3.0,47,53,1,10,4,False,Rush,Jam Miller run for 4 yds to the SC 49,-0.1543469215353017,2024-10-12T18:12:06.000Z
401628385103948201,40162838514,401628385,14,4,Alabama,SEC,14,South Carolina,Alabama,South Carolina,SEC,19,3,"{'minutes': 5, 'seconds': 17}",3.0,3.0,51,49,2,6,1,False,Rush,Jam Miller run for 1 yd to the SC 48,-0.9246833718359433,2024-10-12T18:12:29.000Z
