school,rawOffAll,adjOffAll,rawDefAll,adjDefAll,rawOffPass,adjOffPass,rawDefPass,adjDefPass,rawOffRush,adjOffRush,rawDefRush,adjDefRush
Duke,0.122,0.151,0.248,0.212,0.175,0.199,0.367,0.297,0.103,0.139,0.171,0.156
East Carolina,0.144,0.166,0.266,0.244,0.192,0.219,0.351,0.311,0.097,0.127,0.221,0.191
Eastern Michigan,0.171,0.153,0.238,0.225,0.285,0.259,0.309,0.291,0.062,0.083,0.194,0.179
Florida,0.088,0.124,-0.037,-0.01,0.143,0.197,-0.094,0.009,0.059,0.094,0.069,0.078
Florida Atlantic,0.14,0.125,0.368,0.333,0.087,0.117,0.432,0.381,0.242,0.199,0.341,0.271
Florida International,0.102,0.082,0.248,0.247,0.11,0.112,0.269,0.276,0.129,0.116,0.256,0.223
Florida State,0.263,0.281,0.126,0.114,0.317,0.334,0.154,0.145,0.263,0.245,0.121,0.124
Fresno State,0.04,0.054,0.249,0.223,0.106,0.131,0.374,0.3,-0.02,0.03,0.214,0.188
Georgia,0.129,0.145,0.145,0.145,0.169,0.202,0.14,0.165,0.121,0.127,0.168,0.158
Georgia Southern,0.145,0.142,0.196,0.203,0.257,0.249,0.317,0.29,0.108,0.1,0.145,0.152
Georgia State,0.12,0.126,0.122,0.165,0.24,0.229,0.098,0.171,-0.011,0.056,0.166,0.177
Georgia Tech,0.234,0.23,0.226,0.216,0.526,0.372,0.288,0.261,0.194,0.194,0.181,0.186
Hawai'i,0.195,0.17,0.252,0.231,0.199,0.194,0.315,0.285,0.217,0.176,0.242,0.205
Houston,0.159,0.165,0.067,0.082,0.278,0.264,0.147,0.174,0.051,0.093,0.052,0.068
Idaho,0.139,0.142,0.217,0.21,0.247,0.241,0.344,0.302,0.098,0.114,0.166,0.16
Illinois,0.049,0.095,0.187,0.184,0.06,0.135,0.266,0.244,0.081,0.116,0.169,0.179
Indiana,0.112,0.131,0.096,0.127,0.258,0.269,0.143,0.194,-0.004,0.04,0.081,0.103
Iowa,0.11,0.154,0.106,0.138,0.08,0.162,0.162,0.19,0.165,0.172,0.067,0.116
Iowa State,0.211,0.203,0.26,0.228,0.284,0.271,0.295,0.257,0.16,0.148,0.26,0.217
Kansas,-0.012,0.027,0.209,0.169,-0.05,0.028,0.241,0.189,0.063,0.09,0.204,0.176
Kansas State,0.214,0.197,0.155,0.133,0.196,0.215,0.21,0.194,0.257,0.209,0.137,0.125
Kent State,0.071,0.11,0.224,0.207,-0.025,0.083,0.27,0.245,0.172,0.175,0.214,0.187
Kentucky,0.195,0.208,0.255,0.224,0.214,0.237,0.281,0.269,0.22,0.209,0.264,0.211
Louisiana,0.071,0.082,0.1,0.145,0.068,0.123,0.335,0.326,0.098,0.098,-0.034,0.041
Louisiana Monroe,0.054,0.075,0.303,0.273,0.078,0.125,0.399,0.317,0.106,0.12,0.279,0.243
Louisiana Tech,0.401,0.323,0.266,0.233,0.528,0.43,0.341,0.299,0.307,0.232,0.209,0.181
Louisville,0.351,0.336,0.048,0.085,0.333,0.315,0.153,0.182,0.428,0.359,-0.059,0.015
LSU,0.258,0.272,0.015,0.018,0.287,0.297,0.036,0.074,0.289,0.254,0.005,0.038
Marshall,0.073,0.081,0.304,0.258,0.083,0.117,0.456,0.372,0.084,0.11,0.198,0.163
Maryland,0.117,0.165,0.179,0.202,0.097,0.175,0.169,0.211,0.176,0.19,0.204,0.211
Memphis,0.254,0.23,0.198,0.191,0.369,0.319,0.175,0.208,0.158,0.154,0.241,0.189
Miami,0.203,0.196,0.085,0.083,0.338,0.305,0.151,0.153,0.061,0.09,0.057,0.073
Miami (OH),0.175,0.157,0.093,0.138,0.283,0.237,0.125,0.191,0.113,0.128,0.101,0.125
Michigan,0.208,0.236,-0.034,0.014,0.289,0.309,-0.064,0.027,0.18,0.189,0.018,0.061
Michigan State,0.167,0.207,0.165,0.169,0.264,0.285,0.32,0.283,0.1,0.137,0.062,0.091
Middle Tennessee,0.313,0.252,0.189,0.205,0.36,0.299,0.152,0.201,0.286,0.216,0.251,0.219
Minnesota,0.087,0.109,0.069,0.101,0.102,0.158,0.143,0.179,0.099,0.108,0.002,0.061
Mississippi State,0.185,0.211,0.235,0.201,0.108,0.175,0.365,0.314,0.261,0.236,0.14,0.127
Missouri,0.198,0.207,0.212,0.193,0.193,0.225,0.22,0.211,0.208,0.185,0.227,0.202
Navy,0.352,0.31,0.303,0.264,0.427,0.319,0.465,0.368,0.351,0.307,0.203,0.172
NC State,0.157,0.181,0.119,0.118,0.304,0.303,0.144,0.149,0.037,0.086,0.127,0.136
Nebraska,0.127,0.137,0.131,0.144,0.211,0.223,0.178,0.199,0.077,0.096,0.095,0.117
Nevada,0.187,0.156,0.25,0.248,0.267,0.228,0.285,0.286,0.143,0.128,0.29,0.239
New Mexico,0.322,0.265,0.249,0.251,0.275,0.238,0.326,0.313,0.35,0.285,0.199,0.185
New Mexico State,0.113,0.113,0.227,0.238,0.061,0.087,0.276,0.286,0.207,0.185,0.222,0.204
North Carolina,0.255,0.25,0.185,0.174,0.38,0.348,0.224,0.216,0.121,0.138,0.167,0.163
Northern Illinois,0.205,0.176,0.205,0.187,0.263,0.234,0.226,0.235,0.178,0.159,0.203,0.172
North Texas,0.102,0.098,0.161,0.165,0.101,0.122,0.152,0.182,0.14,0.136,0.183,0.164
Northwestern,0.131,0.155,0.106,0.118,0.203,0.224,0.154,0.164,0.076,0.111,0.084,0.113
Notre Dame,0.206,0.194,0.169,0.159,0.251,0.23,0.306,0.264,0.229,0.203,0.122,0.129
Ohio,0.121,0.104,0.084,0.123,0.205,0.192,0.192,0.223,0.076,0.081,-0.007,0.053
Ohio State,0.235,0.243,-0.039,-0.009,0.224,0.25,0.001,0.037,0.274,0.254,-0.062,0.015
Oklahoma,0.386,0.354,0.203,0.184,0.712,0.569,0.224,0.218,0.186,0.179,0.204,0.172
Oklahoma State,0.278,0.26,0.215,0.184,0.389,0.353,0.291,0.26,0.219,0.189,0.173,0.153
Old Dominion,0.221,0.179,0.196,0.208,0.259,0.228,0.217,0.237,0.203,0.167,0.204,0.196
Ole Miss,0.171,0.205,0.262,0.212,0.247,0.27,0.254,0.214,0.144,0.165,0.317,0.25
Oregon,0.266,0.259,0.341,0.295,0.364,0.343,0.379,0.321,0.19,0.175,0.313,0.265
Oregon State,0.122,0.148,0.172,0.152,0.037,0.133,0.103,0.113,0.246,0.201,0.257,0.223
Penn State,0.242,0.249,0.136,0.138,0.414,0.382,0.232,0.224,0.159,0.169,0.088,0.11
Pittsburgh,0.325,0.298,0.237,0.212,0.477,0.392,0.323,0.265,0.227,0.211,0.163,0.171
Purdue,0.081,0.117,0.278,0.276,0.108,0.148,0.384,0.331,0.046,0.096,0.248,0.246
Rice,0.065,0.069,0.328,0.29,0.016,0.068,0.416,0.357,0.161,0.144,0.28,0.22
Rutgers,-0.049,0.036,0.216,0.187,-0.046,0.078,0.205,0.192,-0.006,0.072,0.231,0.195
San Diego State,0.245,0.197,0.043,0.073,0.284,0.232,0.084,0.125,0.273,0.216,0.018,0.064
San José State,0.065,0.071,0.291,0.247,0.119,0.142,0.365,0.305,0.052,0.071,0.269,0.212
SMU,0.125,0.135,0.199,0.176,0.217,0.227,0.158,0.18,0.063,0.089,0.254,0.193
South Alabama,0.153,0.151,0.196,0.22,0.232,0.209,0.286,0.288,0.092,0.121,0.192,0.193
South Carolina,0.091,0.111,0.168,0.148,0.129,0.167,0.195,0.207,0.048,0.079,0.162,0.138
Southern Mississippi,0.204,0.182,0.141,0.177,0.309,0.255,0.087,0.164,0.106,0.118,0.23,0.21
South Florida,0.365,0.307,0.219,0.209,0.305,0.253,0.287,0.269,0.433,0.343,0.183,0.177
Stanford,0.166,0.167,0.152,0.134,0.131,0.178,0.166,0.162,0.199,0.166,0.179,0.164
Syracuse,0.116,0.151,0.283,0.238,0.218,0.235,0.362,0.298,-0.001,0.071,0.249,0.209
TCU,0.181,0.169,0.147,0.131,0.131,0.156,0.133,0.133,0.249,0.201,0.183,0.172
Temple,0.189,0.181,0.097,0.129,0.296,0.272,0.124,0.186,0.13,0.142,0.111,0.115
Tennessee,0.209,0.247,0.206,0.203,0.224,0.271,0.192,0.211,0.225,0.223,0.238,0.21
Texas,0.182,0.164,0.199,0.169,0.171,0.174,0.283,0.243,0.229,0.189,0.15,0.136
Texas A&M,0.222,0.241,0.14,0.127,0.228,0.256,0.187,0.191,0.239,0.218,0.142,0.124
Texas State,-0.021,0.035,0.277,0.291,-0.047,0.048,0.432,0.376,0.035,0.09,0.204,0.219
Texas Tech,0.302,0.274,0.354,0.294,0.413,0.372,0.475,0.386,0.153,0.144,0.286,0.23
Toledo,0.339,0.303,0.186,0.196,0.574,0.464,0.269,0.268,0.152,0.154,0.145,0.15
Troy,0.085,0.098,0.123,0.159,0.159,0.18,0.186,0.212,0.061,0.085,0.052,0.116
Tulane,0.017,0.061,0.131,0.154,-0.111,0.028,0.182,0.209,0.094,0.124,0.105,0.126
Tulsa,0.231,0.226,0.127,0.155,0.327,0.3,0.138,0.185,0.196,0.188,0.149,0.157
UCF,0.062,0.096,-0.017,0.046,0.034,0.099,-0.035,0.057,0.119,0.135,0.027,0.082
UCLA,0.141,0.148,0.074,0.076,0.271,0.264,0.06,0.104,-0.016,0.041,0.12,0.117
UMass,0.093,0.114,0.238,0.246,0.129,0.151,0.331,0.32,0.057,0.099,0.19,0.183
UNLV,0.182,0.166,0.28,0.267,0.147,0.163,0.342,0.305,0.244,0.206,0.234,0.219
USC,0.257,0.261,0.155,0.139,0.426,0.395,0.204,0.193,0.114,0.122,0.127,0.12
Utah,0.175,0.181,0.166,0.163,0.18,0.207,0.214,0.202,0.203,0.178,0.133,0.146
Utah State,0.114,0.129,0.172,0.158,0.114,0.146,0.283,0.241,0.187,0.177,0.136,0.126
UTEP,0.101,0.077,0.268,0.268,0.056,0.084,0.33,0.331,0.152,0.124,0.266,0.215
UT San Antonio,0.171,0.142,0.146,0.141,0.264,0.224,0.222,0.23,0.118,0.11,0.119,0.111
Vanderbilt,0.093,0.12,0.16,0.136,0.115,0.173,0.249,0.216,0.103,0.11,0.075,0.087
Virginia,0.057,0.078,0.238,0.203,0.009,0.058,0.398,0.314,0.133,0.145,0.133,0.141
Virginia Tech,0.183,0.176,0.108,0.107,0.317,0.288,0.177,0.167,0.116,0.122,0.094,0.117
Wake Forest,0.011,0.066,0.129,0.142,0.016,0.102,0.149,0.167,0.027,0.087,0.127,0.139
Washington,0.317,0.291,0.018,0.04,0.443,0.39,-0.005,0.052,0.239,0.196,0.071,0.09
Washington State,0.241,0.231,0.141,0.139,0.29,0.295,0.254,0.232,0.18,0.152,0.072,0.105
Western Kentucky,0.349,0.29,0.161,0.157,0.437,0.361,0.262,0.242,0.306,0.237,0.047,0.077
Western Michigan,0.35,0.309,0.155,0.177,0.594,0.462,0.119,0.161,0.232,0.21,0.22,0.212
West Virginia,0.217,0.207,0.128,0.114,0.252,0.246,0.21,0.204,0.199,0.174,0.08,0.089
Wisconsin,0.157,0.188,0.043,0.06,0.351,0.341,0.098,0.116,0.063,0.099,0.0,0.05
Wyoming,0.197,0.195,0.23,0.208,0.29,0.264,0.297,0.268,0.138,0.156,0.221,0.176
