id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_points,home_line_scores,home_post_win_prob,away_id,away_team,away_conference,away_points,away_line_scores,away_post_win_prob,excitement_index,highlights,notes
401110773,2019,2,regular,2019-09-07T20:00:00.000Z,,False,False,100710.0,3657,Bryant Denny Stadium,333,Alabama,SEC,62,"[21, 17, 24, 0]",0.9999943241044074,166,New Mexico State,FBS Independents,10,"[0, 0, 7, 3]",5.675895592638369e-06,0.00914571360000005,https://www.youtube.com/watch?v=zyqV24HUx_o,
401112074,2019,2,regular,2019-09-07T20:00:00.000Z,,False,False,40274.0,4727,McLane Stadium,239,Baylor,Big 12,63,"[14, 21, 14, 14]",0.9999264900124466,2636,UT San Antonio,Conference USA,14,"[0, 0, 7, 7]",7.350998755339955e-05,0.392779517899999,https://www.youtube.com/watch?v=dPEiDczPWfY,
401114214,2019,2,regular,2019-09-07T20:15:00.000Z,,False,False,36951.0,1056,Rose Bowl,26,UCLA,Pac-12,14,"[7, 0, 7, 0]",0.01808173218529477,21,San Diego State,Mountain West,23,"[10, 0, 10, 3]",0.9819182678147053,6.204573616,https://www.youtube.com/watch?v=0tjmD7DV_CY,
401112440,2019,2,regular,2019-09-07T21:00:00.000Z,,False,False,52969.0,3697,Bobby Bowden Field at Doak Campbell Stadium,52,Florida State,ACC,45,"[14, 10, 0, 14, 7]",0.5706900916134383,2433,Louisiana Monroe,Sun Belt,44,"[0, 7, 14, 17, 6]",0.4293099083865617,5.3168641158,https://www.youtube.com/watch?v=kXM4_Myao9k,
401112097,2019,2,regular,2019-09-07T23:00:00.000Z,,False,False,33493.0,3833,Memorial Stadium,2305,Kansas,Big 12,7,"[7, 0, 0, 0]",0.07978822213141616,324,Coastal Carolina,Sun Belt,12,"[0, 6, 6, 0]",0.9202117778685839,5.3557876941,https://www.youtube.com/watch?v=9BU18Kwm2iM,
401117500,2019,2,regular,2019-09-07T23:00:00.000Z,,False,False,20003.0,3644,Jim Wacker Field at Bobcat Stadium,326,Texas State,Sun Belt,14,"[7, 7, 0, 0]",0.17572193622011534,2751,Wyoming,Mountain West,23,"[0, 10, 10, 3]",0.8242780637798847,6.04537529539999,https://www.youtube.com/watch?v=rZoMO_VS9Pw,
401114253,2019,2,regular,2019-09-07T23:00:00.000Z,,False,False,22766.0,3735,Gerald J. Ford Stadium,2567,SMU,American Athletic,49,"[21, 7, 14, 7]",0.9841178541785331,249,North Texas,Conference USA,27,"[0, 14, 6, 7]",0.015882145821466853,2.44326225369999,https://www.youtube.com/watch?v=YxmxoEj4ug0,
401114249,2019,2,regular,2019-09-07T23:00:00.000Z,,False,False,30811.0,3715,FAU Stadium,2226,Florida Atlantic,Conference USA,14,"[0, 6, 0, 8]",0.0036740384260722254,2116,UCF,American Athletic,48,"[14, 14, 13, 7]",0.9963259615739277,1.5876767563,https://www.youtube.com/watch?v=9Kk8cv_-2sU,
401110783,2019,2,regular,2019-09-07T23:00:00.000Z,,False,False,92475.0,3853,Neyland Stadium,2633,Tennessee,SEC,26,"[7, 6, 0, 3, 7, 3]",0.4526975340717452,252,BYU,FBS Independents,29,"[3, 0, 7, 6, 7, 6]",0.5473024659282548,8.3028070919,https://www.youtube.com/watch?v=pYPZgcwmxkw,
401114248,2019,2,regular,2019-09-07T23:00:00.000Z,,False,True,13311.0,218,FIU Stadium,2229,Florida International,Conference USA,14,"[7, 0, 7, 0]",0.14000251392631533,98,Western Kentucky,Conference USA,20,"[7, 7, 3, 3]",0.8599974860736846,6.1054934858,https://www.youtube.com/watch?v=TO4_tmYNLUw,
401110779,2019,2,regular,2019-09-07T23:30:00.000Z,,False,True,47915.0,3974,Vaught-Hemingway Stadium,145,Ole Miss,SEC,31,"[7, 3, 7, 14]",0.9561024009327658,8,Arkansas,SEC,17,"[0, 3, 0, 14]",0.04389759906723423,4.10308465459999,https://www.youtube.com/watch?v=CUZG7ajXTUA,
