school,OFF_ALL_raw,OFF_ALL_adj,DEF_ALL_raw,DEF_ALL_adj,OFF_PASS_raw,OFF_PASS_adj,DEF_PASS_raw,DEF_PASS_adj,OFF_RUSH_raw,OFF_RUSH_adj,DEF_RUSH_raw,DEF_RUSH_adj
Air Force,-0.061465586814061335,0.10866346823054099,0.15224911931322027,0.17874008510600004,-0.4926487302599917,0.12270877761041644,0.4140313611793145,0.26795721988130233,0.058595967067194,0.12418629297050178,-0.07902646524725958,0.09695126629868642
Akron,-0.08500769502808074,0.11095322042720317,0.40723795251712724,0.22222292634656493,-0.25686348891097244,0.09682602528573164,0.5027091987098228,0.27560908943611206,0.28058469838377675,0.18701345449908285,0.3104798673092222,0.16534082447362383
Alabama,0.4599342329192141,0.2773260111848821,-0.07914344314721923,0.05858331965177786,0.6101512638687424,0.328641031275682,-0.09303726312449077,0.0934112628707296,0.382748052125009,0.22376173130909843,-0.0329308566820166,0.08442191678091975
Appalachian State,0.04630828166852431,0.14734466711607047,0.6120906171151175,0.2654082490928845,-0.10767663631420768,0.15615334149255755,0.6951800542044241,0.31123063993286676,0.29505314917909137,0.16466433764226177,0.5612996528922587,0.19623939452689174
Arizona,0.36092315580173,0.22108983330219753,0.3250299169107625,0.2140490512869451,0.41585022150667184,0.26165127500514523,0.3493447366730608,0.24897752156072958,0.3065120230212916,0.16836270001470555,0.302686569021083,0.1807574930345542
Arizona State,0.27367103172083557,0.18181835284498135,-0.10924217169241032,0.106317380578881,0.11156257028168305,0.17932372881928843,0.07964590408553889,0.19427894593743925,0.3444951168156109,0.1928239948198306,-0.04064420921267373,0.11762439958937768
Arkansas,0.21229867725682142,0.20131052443588446,0.12304157594609186,0.14523119947117777,0.07621734102430981,0.1887425038408963,0.28521030602969616,0.23017336357243343,0.38615036930901414,0.21508958360331398,-0.08358670608503545,0.08668981424295805
Arkansas State,0.13471635070763976,0.15005920747492993,0.2668741167534405,0.21094097475905293,0.36074160553796625,0.2537817260262088,0.2615463154131649,0.23872455518171803,-0.07081355767409596,0.08912277196048565,0.2703773285936218,0.178464980868017
Army,0.44524683977829654,0.2402920101780216,0.10837270758980912,0.1614872313526399,0.33227465351426894,0.2263486887432267,0.22753291815925666,0.23183993359409735,0.4533162816542985,0.22318176436906065,-0.17654919921604983,0.11424010310397459
Auburn,0.33935500535892194,0.2016322763202612,0.1739710335715957,0.1803256196892549,0.3061693035960242,0.22928358938767993,0.2701977806332617,0.23292318115104074,0.36708886993899786,0.1793823898083329,0.03722776143133345,0.13244205883801047
Ball State,-0.3098735277419171,0.10649648649890121,0.7728947517681108,0.276962867342438,-0.281404345087143,0.15235829105615173,1.0578237566417226,0.3553177731792943,-0.373929188715159,0.10543355940901891,0.4259936253094691,0.17135805103558738
Baylor,0.06380215008431588,0.14575050312805857,0.012432389249325528,0.13091127752697093,0.19252963761339623,0.2155225684325355,-0.13498009813536038,0.16226895432975885,0.09365351141950609,0.1373622258276839,0.0670909519874675,0.12650473374967178
Boise State,0.41429365117722206,0.2625572103069317,0.32749241124916584,0.20634223105145122,0.23790526128133485,0.23010885479624257,0.3656402507572312,0.2565531705935292,0.5715200624662566,0.258643994356218,0.28639956003129946,0.16029333995558978
Boston College,0.2565959064966856,0.2127469065269276,0.1550148427763911,0.15405801869011532,0.5278677939704179,0.2934841224311482,0.28708431491450426,0.24323624149442608,0.07731439989670214,0.14053790708110786,-0.012944394033866996,0.09100205465951908
Bowling Green,0.24701891019868127,0.20072610925644485,0.2762237310693588,0.17721041063648166,0.36100056444000805,0.25498491745323265,0.45743855397914196,0.23825244554165362,0.07166251905817865,0.14389531898290017,0.16231727095463802,0.1359743744824367
Buffalo,-0.14754444187853902,0.12322638067307014,0.36550852336016304,0.20685153461838035,-0.3393130784505887,0.14919306658705145,0.19908137029277834,0.20528590393678967,0.004547925057914183,0.1356901447237375,0.5598918659786689,0.20705704478798842
